product_id,section,product_name,status,provider,score,matched_name,source_page,image_url,reason,checked_at
nonfood-0116,NONFood,АП Салатник прямокутний 1000 мл КРАФТ(50 шт/пак),no_match,,0.0,,,,package size/weight does not match or is missing,2026-07-19T18:38:25+00:00
nonfood-0117,NONFood,АП кришка до салатник прямокутний 500/750/1000 мл пет(50 шт/пак),no_match,,0.0,,,,source domain is not suitable,2026-07-19T18:39:06+00:00
nonfood-0118,NONFood,АП Салатник круглий 550 мл КРАФТ d 154(50 шт/пак),no_match,,0.0,,,,source domain is not suitable,2026-07-19T18:39:46+00:00
nonfood-0119,NONFood,АП Салатник круглий 1000 мл КРАФТ d 154(50 шт/пак),no_match,,0.0,,,,package size/weight does not match or is missing,2026-07-19T18:40:27+00:00
nonfood-0120,NONFood,АП Кришка салатника круглого 1000 мл d 154(50 шт/пак),no_match,,0.0,,,,source domain is not suitable,2026-07-19T18:41:08+00:00
nonfood-0121,NONFood,LF Трубочка алкогольна міксd 3-125 мм(500 шт/уп),no_match,,0.0,,,,generic product match is not specific enough,2026-07-19T18:41:50+00:00
nonfood-0122,NONFood,LF Трубочка гофра в інд.уп.міксd 4.8-210 мм(100 шт/уп),no_match,,0.0,,,,generic product match is not specific enough,2026-07-19T18:42:31+00:00
nonfood-0123,NONFood,LF Трубочка гофра в інд.уп.чорнаd 4.8-210 мм(100 шт/уп),no_match,,0.0,,,,generic product match is not specific enough,2026-07-19T18:43:11+00:00
nonfood-0124,NONFood,LF Трубочка гофра чорнаd 4.8-210 мм(200 шт/уп),no_match,,0.0,,,,generic product match is not specific enough,2026-07-19T18:43:52+00:00
nonfood-0125,NONFood,LF Трубочка паперова біла в інд.уп.d 8-195 мм(100 шт/уп),no_match,,0.0,,,,generic product match is not specific enough,2026-07-19T18:44:33+00:00
nonfood-0126,NONFood,LF Трубочка паперова кольорова/інд.уп.d 6-195 мм(100 шт/уп),no_match,,0.0,,,,generic product match is not specific enough,2026-07-19T18:45:15+00:00
nonfood-0127,NONFood,LF Трубочка паперова крафт/інд.уп.d 8-195 мм(100 шт/уп),no_match,,0.0,,,,generic product match is not specific enough,2026-07-19T18:45:55+00:00
nonfood-0128,NONFood,LF Трубочка паперова чорна/інд.уп.d 8-195 мм(100 шт/уп),no_match,,0.0,,,,generic product match is not specific enough,2026-07-19T18:46:36+00:00
nonfood-0129,NONFood,LF Трубочка смузі міксd 9-210 мм(100 шт/уп),no_match,,0.0,,,,generic product match is not specific enough,2026-07-19T18:47:16+00:00
nonfood-0130,NONFood,LF Трубочка фреш в інд.уп.прозораd 7-210 мм(200 шт/уп),no_match,,0.0,,,,generic product match is not specific enough,2026-07-19T18:47:58+00:00
nonfood-0131,NONFood,LF Трубочка фреш в інд.уп.чорнаd 7-210 мм(200 шт/уп),no_match,,0.0,,,,generic product match is not specific enough,2026-07-19T18:48:40+00:00
nonfood-0132,NONFood,"LF Трубочка Bubble Tea в інд.упак. Чорна, коса 210 мм (100 шт/уп)",no_match,,0.0,,,,generic product match is not specific enough,2026-07-19T18:49:20+00:00
nonfood-0133,NONFood,"АП Трубочка 6, 8 мікс фреш 210 мм (500 шт/уп)",no_match,,0.0,,,,generic product match is not specific enough,2026-07-19T18:50:02+00:00
nonfood-0134,NONFood,LF Трубочка фреш чорнаd 7-210 мм(500 шт/уп),no_match,,0.0,,,,generic product match is not specific enough,2026-07-19T18:50:44+00:00
nonfood-0135,NONFood,Блістер 1330 мл 155 × 155 × 75 2222-Н ПЕТ,no_match,,0.0,,,,package size/weight does not match or is missing,2026-07-19T18:51:24+00:00
nonfood-0136,NONFood,Блістер 1330 мл терм 155 × 155 × 75 2222-Н,no_match,,0.0,,,,package size/weight does not match or is missing,2026-07-19T18:52:06+00:00
nonfood-0137,NONFood,Блістер 1740 мл 229 × 130 × 84 2237(8)ПЕТ,no_match,,0.0,,,,package size/weight does not match or is missing,2026-07-19T18:52:46+00:00
nonfood-0138,NONFood,Блістер 1740 мл терм 229 × 130 × 84 2237(8),no_match,,0.0,,,,package size/weight does not match or is missing,2026-07-19T18:53:28+00:00
